2017-07-15 17:34:17 , 6.6 , 2008 , The Fighters
2017-07-15 17:34:20 , 5.9 , 2004 , Die purpurnen Flüsse 2 - Die Engel der Apokalypse
2017-07-15 17:34:22 , 7.4 , 1987 , In einem Land vor unserer Zeit
2017-07-15 17:34:25 , 6.1 , 2012 , Sex-Up Your Life [dt./OV]
2017-07-15 17:34:27 , 6.5 , 2010 , Wie durch ein Wunder
2017-07-15 17:34:29 , 8.1 , 2007 , Into The Wild
2017-07-15 17:34:32 , 8.3 , 2009 , Inglourious Basterds
2017-07-15 17:34:38 , 8.5 , 1981 , Indiana Jones: Jäger des verlorenen Schatzes™
2017-07-15 17:34:41 , 7.5 , 2016 , Toni Erdmann
2017-07-15 17:34:45 , 6.4 , 2009 , Der Fluch der 2 Schwestern [dt./OV]
2017-07-15 17:34:47 , 6.0 , 2016 , Operation Avalanche
2017-07-15 17:34:49 , 6.5 , 2013 , Snitch - Ein riskanter Deal [dt./OV]
2017-07-15 17:34:52 , 6.3 , 2014 , Lola auf der Erbse
2017-07-15 17:34:55 , 5.6 , 2014 , Pettersson und Findus - Kleiner Quälgeist, große Freundschaft
2017-07-15 17:34:59 , 9.2 , 1972 , Der Pate [dt./OV]
2017-07-15 17:35:01 , 8.3 , 1989 , Indiana Jones und der letzte Kreuzzug
2017-07-15 17:35:04 , 7.6 , 2006 , Inside Man [dt./OV]
2017-07-15 17:35:07 , 5.5 , 2008 , Make It Happen
2017-07-15 17:35:10 , 6.4 , 2009 , Lieber verliebt
2017-07-15 17:35:14 , 5.6 , 2014 , ALLES IST LIEBE
2017-07-15 17:35:18 , 7.6 , 2009 , Watchmen - Die Wächter
2017-07-15 17:35:21 , 7.8 , 2013 , Silver Linings [dt./OV]
2017-07-15 17:35:25 , 7.0 , 2009 , Orphan - Das Waisenkind [dt./OV]
2017-07-15 17:35:28 , 6.8 , 2011 , Ein Tick Anders
2017-07-15 17:35:31 , 5.7 , 1979 , Der weiße Hai 2 [dt./OV]
2017-07-15 17:35:36 , 7.0 , 2012 , Halo 4: Forward Unto Dawn
2017-07-15 17:35:39 , 6.6 , 2009 , The Last House on the Left
2017-07-15 17:35:44 , 7.0 , 2011 , Paul - Ein Alien auf der Flucht [dt./OV]
2017-07-15 17:35:48 , 7.5 , 2015 , 10 Milliarden - Wie werden wir alle satt?
2017-07-15 17:35:52 , 5.7 , 2012 , Love and other Troubles
2017-07-15 17:35:55 , 5.9 , 2001 , Jurassic Park III
2017-07-15 17:35:58 , 7.9 , 2005 , Serenity - Flucht In Neue Welten [dt./OV]
2017-07-15 17:36:01 , 8.0 , 2003 , Kill Bill: Volume 2 [dt./OV]
2017-07-15 17:36:07 , 6.3 , 2002 , So High
2017-07-15 17:36:10 , 6.0 , 2012 , 17 Mädchen
2017-07-15 17:36:13 , 5.7 , 2014 , I Spit on Your Grave 2 [dt./OV]
2017-07-15 17:36:15 , 6.8 , 2004 , The Girl Next Door [dt./OV]
2017-07-15 17:36:18 , 5.1 , 2011 , Atemlos - Gefährliche Wahrheit [dt./OV]
2017-07-15 17:36:21 , 7.4 , 2016 , Ungezähmt
2017-07-15 17:36:27 , 7.1 , 2007 , P.S. Ich liebe dich
2017-07-15 17:36:29 , 7.2 , 2013 , Der Butler [dt./OV]
2017-07-15 17:36:33 , 6.7 , 2015 , The Guest
2017-07-15 17:36:37 , 6.0 , 2004 , Große Haie - Kleine Fische [dt./OV]
2017-07-15 17:36:41 , 8.1 , 2016 , Tomorrow: Die Welt ist voller Lösungen
2017-07-15 17:36:45 , 6.7 , 2016 , Hardcore [dt./OV]
2017-07-15 17:36:48 , 6.3 , 2007 , Mr. Bean macht Ferien [dt./OV]
2017-07-15 17:36:52 , 7.5 , 1970 , Die Rechte Und Die Linke Hand Des Teufels
2017-07-15 17:36:56 , 6.2 , 2005 , Fragile [dt./OV]
2017-07-15 17:36:58 , 9.3 , 1995 , Die Verurteilten
2017-07-15 17:37:01 , 7.2 , 2014 , Spuren [dt./OV]
2017-07-15 17:37:05 , 6.5 , 2005 , Mr. and Mrs. Smith
2017-07-15 17:37:07 , 7.7 , 2009 , Coraline
2017-07-15 17:37:10 , 6.0 , 2004 , Van Helsing
2017-07-15 17:37:12 , 6.2 , 2015 , Vilja und die Räuber
2017-07-15 17:37:16 , 6.7 , 2015 , Road to your Heart
2017-07-15 17:37:19 , 6.0 , 2016 , Kill Billy
2017-07-15 17:37:21 , 7.7 , 2001 , Black Hawk Down
